Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_187_595,VDD,Metal1,293.0490,722.5780,1.199999
FILLER_187_588,VDD,Metal1,289.6890,722.5780,1.199999
FILLER_187_581,VDD,Metal1,286.3290,722.5780,1.199999
FILLER_187_574,VDD,Metal1,282.9690,722.5780,1.199999
FILLER_187_567,VDD,Metal1,279.6090,722.5780,1.199999
FILLER_187_560,VDD,Metal1,276.2490,722.5780,1.199999
FILLER_187_553,VDD,Metal1,272.8890,722.5780,1.199999
FILLER_187_546,VDD,Metal1,269.5290,722.5780,1.199999
FILLER_187_539,VDD,Metal1,266.1690,722.5780,1.199999
FILLER_187_532,VDD,Metal1,262.8090,722.5780,1.199999
FILLER_187_525,VDD,Metal1,259.4490,722.5780,1.199999
FILLER_187_518,VDD,Metal1,256.0890,722.5780,1.199999
FILLER_187_511,VDD,Metal1,252.7290,722.5780,1.199999
FILLER_187_504,VDD,Metal1,249.3690,722.5780,1.199999
FILLER_187_497,VDD,Metal1,246.0090,722.5780,1.199999
FILLER_187_490,VDD,Metal1,242.6490,722.5780,1.199999
FILLER_187_483,VDD,Metal1,239.2890,722.5780,1.199999
FILLER_187_476,VDD,Metal1,235.9290,722.5780,1.199999
FILLER_187_469,VDD,Metal1,232.5690,722.5780,1.199999
FILLER_187_462,VDD,Metal1,229.2090,722.5780,1.199999
FILLER_187_455,VDD,Metal1,225.8490,722.5780,1.199999
FILLER_187_448,VDD,Metal1,222.4890,722.5780,1.199999
FILLER_187_441,VDD,Metal1,219.1290,722.5780,1.199999
FILLER_187_434,VDD,Metal1,215.7690,722.5780,1.199999
FILLER_187_427,VDD,Metal1,212.4090,722.5780,1.199999
FILLER_187_420,VDD,Metal1,209.0490,722.5780,1.199999
FILLER_187_413,VDD,Metal1,205.6890,722.5780,1.199999
FILLER_187_406,VDD,Metal1,202.3290,722.5780,1.199999
FILLER_187_399,VDD,Metal1,198.9690,722.5780,1.199999
FILLER_187_392,VDD,Metal1,195.6090,722.5780,1.199999
FILLER_187_385,VDD,Metal1,192.2490,722.5780,1.199999
FILLER_187_378,VDD,Metal1,188.8890,722.5780,1.199999
FILLER_187_371,VDD,Metal1,185.5290,722.5780,1.199999
FILLER_187_364,VDD,Metal1,182.1690,722.5780,1.199999
FILLER_187_357,VDD,Metal1,178.8090,722.5780,1.199999
FILLER_187_350,VDD,Metal1,175.4490,722.5780,1.199999
FILLER_187_343,VDD,Metal1,172.0890,722.5780,1.199999
FILLER_187_336,VDD,Metal1,168.7290,722.5780,1.199999
FILLER_187_329,VDD,Metal1,165.3690,722.5780,1.199999
FILLER_187_322,VDD,Metal1,162.0090,722.5780,1.199999
FILLER_187_315,VDD,Metal1,158.6490,722.5780,1.199999
FILLER_187_308,VDD,Metal1,155.2890,722.5780,1.199999
FILLER_187_301,VDD,Metal1,151.9290,722.5780,1.199999
FILLER_187_294,VDD,Metal1,148.5690,722.5780,1.199999
